tweet,anotasi1,anotasi2,anotasi_final
Ko setiap pilihan yang aing pilih sendiri selalu salah sih,not hate,not hate,not hate
ada yg tau gak paha biru² padahal gk kepentok itu kenapa? pls jgn blg digigit jurig,not hate,not hate,not hate
"Saya akan kasih satu kalimat kalimat sakti : JURIG GE MOAL WANI BOHONG PERKARA HAKEKAT HAMBA JEUNG PANGERAN NA""""",not hate,not hate,not hate
USER USER Yg punya duit dari oligarki ya 02 nyet! Dasar buzzer jurig dungu 👎,hate,hate,hate
"USER Bilangin aja kotaan lu kehed! Baru liat bebek aja ampe difoto2, padahal bukan binatang langka!",not hate,hate,hate
Ya Allah gemes banget lucu banget ihh ya Allah anak ku yakali lengso anak jurig,not hate,not hate,not hate
"USER Klo mak aing uda pasti pop - rock malaysia/indonesia 90an. Siti nurhaliza,ziana zain,ella,niki astria,nike ardila dan sejenisnya aneh nya mak aing ga suka musik dangdut kayak mak2 pada umumnnya 😅",not hate,not hate,not hate
Niisaa lu jadi cowo aja anjir sok bgt sia kehed,hate,hate,hate
"Lol, fuck you
Dasar orgil, ngapain shua kudu minta maaf belegug teh",hate,hate,hate
"USER USER USER TOLOL TOLOL TOLOLLLLL SIAPA YG BILANG GAK MERUGIKAN? SI TOLOL TEU BISA MACAAAA WKWKWKWKW AING GES NGOMONG “KABEH BENTUK DUKUNGAN MENGGANGGU, MERUGIKAN” TERUTAMA BUAT JELEMA SIGA SIAAA WKWKWKW MAKANYA INTINYA LEBOK ALIAS LEBOK LEBOK LEBOOOKKK 🤣🤣🤣🤣",hate,hate,hate
ada gw ngomong gini setahun yg lalu eh bukannya bang jali malah langsung duar runtah biwir beureum beureum jawer hayam panon coklat kopi SUSU https://t.co/kJYEkiCjRg,not hate,not hate,not hate
KOPLOK BGT TOF AF PACK RECEH TP AKUN GW TINGGAL SISA 1 LAGI GW MALAH TOF UF 2 AMWVSJSVHS (gx liat sisa kuota pack) https://t.co/RMxTCYxWo3,not hate,not hate,not hate
"USER udah sering, nonton jurig dibioskop sama jurig pun pernah🥲",not hate,not hate,not hate
boros banget anjing aing hari ini keluar 250,not hate,not hate,not hate
"yg bikin makin gedeg tuh si tamiya2 ini pap kanjut nya pas udh crot jir kek anjir lu memek bgt kegoda foto memek aja langsung buta mata kl punya pacar 😭

blm aja lu kena prankster/bulan ternyata prankster. trs viral lu di tele, sakit mental luu jadinya kalo viral 😭",hate,not hate,hate
USER hadah... sekarang kalo lapor ujung2 nya kuar duid... blom lagi malah nambah masalah... dasar blegug...,not hate,hate,hate
"Kerjain.
Pernah denger mak gw bilang ke babeh ""cuci piring aja trus tuh si neng"" 
Ya trus, gw bukan tidur ya😡 kelar beberes gw kanjut apply y hih.
Au dah, demi kit ati.",not hate,not hate,not hate
"Pejumas tuh emang musuh semua solonya member, semua diajak ribut n disalty in sm mereka. Ngerasa biasnya yg paling hebat ga boleh ada yg nyaingin makanya member yg lain dihate semua. Dasar jurig 😤",not hate,not hate,not hate
"Yg punya masalah tuh bukan lu doang, aing jugaaaaa!!!",not hate,not hate,not hate
Bangun tidur aing tbtb pengen rokok magnum,not hate,not hate,not hate
"Pernah delivery² tapi teu mikirkeun kondisi wkwk,gampang beut ngomong males anying",not hate,not hate,not hate
"kanjut si wkwkwk. apalagi si hesty ini lol. gw emang benci banget si kek??? stop deh bandingin badan lo ama badan gw kontol
like- shut upp ga sekali dua kali loh kontol",hate,hate,hate
"gapapa bilang ke semua org kalo aing yg jahat aing yg kaya gila disini, terserah karma is always be on UR SIDE",not hate,not hate,not hate
USER USER Kalau gak ngomong kanjut sehari aku suka haus,not hate,not hate,not hate
"anj beneran ternyata kalo lagi demam suka ngigo, aing tiba tiba ngevlog sambil tidur HAHAHA",not hate,not hate,not hate
USER liat deh cil itu yg nge rep siapa akun jurig,not hate,hate,hate
Anjingg runtah benang di gulung 😂 geus benang mah gening ampun wkwkw wanina mun rame 😂 Yuuu warga bandung bergerak kita lakukan hal yang sama pada hal serupa ALA BUNTUTNA HAJARRRR,not hate,hate,hate
sumpah gua mah lebih suka rumah sebelah gua kosong daripada punya tetangga rese wgwgwg jurig mah ku aing dipodaran lah,not hate,not hate,not hate
"USER Lamun didenge ku baraya nu sapopoe na nganggo Basa Sunda, komo nu nganggo Basa Sunda Alus, pasti da urang mah yakin, asa nyeri kumaha kitu di ceuli. Tatabasa kosakata undak usuk na teh pabalatak. Contohna urang: Da Lu mah hese sih dikasih tahu, bikin cialat. Tah lebok ayeuna.""""",not hate,not hate,not hate
KANJUT CALVIN KLEIN EMANG GITU BEGOOOOOO,hate,hate,hate
"tapi tetep aja kek ee tu anak, ngeselin bgt anjrt titisan jurig",hate,hate,hate
"Dua anak jurig ni bisa ga sih ga gemes², kan gua jd pengen ngarungin 😔🤏",not hate,not hate,not hate
"USER USER Antiks ieu tidak ada penulis"". Terus eta dirilis ku saha beritanya? Ku jurig kitu?😭""",not hate,not hate,not hate
USER Padahal imah hareup na kamar mayat RSUD pisan komo Tah mun eta mah lain jurig deui ngaranna teman bahasa ghaib na mah,not hate,not hate,not hate
"ngebayangin kalo kita semua satu rumah, anak gue pasti selalu sibuk nyari jurig",not hate,not hate,not hate
Aaa takut banget hii anak jurig kunti bogel mamang 🛐 1nt0 th3 l19ht 0nce 4941n https://t.co/cetkpzlxdv,not hate,not hate,not hate
"gila ya baru nemuin cowo yg nge treat aing se sampah ini lebih buruk dari sampah yg sampah, thanks a lot to revan buat nyadarin aing kalo maneh se bejad itu wkwkwk",not hate,not hate,not hate
baru tau artinya kanjut itu kntol😭,not hate,not hate,not hate
USER tiktok adalah tai injang koplok tolol orgil k nya lu tau sndiri gausa prpr gatau,hate,hate,hate
"gue kayanya gapunya pacar gapapa deh, asal punya temen2 yang modelan jurig kaya gitu juga syukur",not hate,not hate,not hate
lrt AAAAAAAAAA LUCU BANGET ADEK IHHHHH ANAK JURIG IHHHHH KUNTI BOGEL MAMANGGGGG AKU MO DITONJOK DEDEK KECIL 😭🤏,not hate,not hate,not hate
"USER Aamiin, beb ini akun hunter? Tipss cara biar akun sehat sentosa dong😭 akun hunter ku gaib sekali seperti jurig",not hate,not hate,not hate
bangsat lah aing udah nahan nahan,not hate,not hate,not hate
USER USER BAJIRRR AING NGAKAK URANG SUMEDANG CEUNAH (tapi kalo diliat²-) 😭,not hate,not hate,not hate
"USER Warga toktok nih kebiasaan kalean.. dari kemarin udah di bilangin biar si jurig aja yg baper. Ngapain coba , ukhti palestine lebih baik dr segala aspek",not hate,not hate,not hate
"Gw memang orangnya kanjut:

keren
asik
no toxic
j(omok)enius
unik
teladan",not hate,not hate,not hate
"USER USER maksudnya lu kaya jurig dim, gt aja gatau",not hate,hate,hate
USER Dih sok cakep amat lu jurig !,hate,hate,hate
"USER MET?! bonus selca haram deh, gimana nih jurig",not hate,hate,not hate
"Anak satu-satunya. Keluarga cemara, harmonis nan bahagia 🌸 Mikaela was literally ill &amp at the verge of death, supposedly pendek umurnya. Ternyata punya sealed magic tapi jd kewalahan, sakit-sakitan. Kirain meninggal, know-know isekai nemu ayang jurig nan nyebelin dan gemesin 💛",not hate,not hate,not hate
"Sumpah anjir, enek bgt gue tiap scroll denger nikita terus ngomong ""hanya di bola besar dot kom, bola besar dot net"" 🤬🤬 gandeng lah kehed",hate,not hate,hate
USER ya abis pait” anying mang gw jurig 🖕🏻,not hate,hate,not hate
USER gak ad yg nyalahin lu koplok,hate,hate,hate
Mau sungkem sama USER karena bisa mengamankan tiket Monster huhu Sementara diriku yg boloho ini malah anteng refresh app &amp web cgv tapi bioskop yg dipilihnya masih GI bukan Pascal 🙃 Tidak sabar menikmati kembali USER bersama USER USER USER 🔆🔆🔆,not hate,not hate,not hate
"USER kalo gue "" haling atuh kehed ngahalangan jalan "" sambil bawa bawa baki isi siomay kuah biar minggir",not hate,not hate,not hate
"USER Atau emang simply pengen Ypshiki ketarik ke dunia jurig nya itu??? Kalo yg tentang nenek2 itu juga masih belom jelas tapi aku percaya nya itu Hikaru"" karena ya pas pertama ketemu ekspresi dia kayak yg ga seneng ke nenek2nya itu Mana itu awal2 pas dia baru pertama jadi manusia""",not hate,not hate,not hate
Bagi gue sih yang masih jadi kaum mendang mending skip dulu bukannya gamau nonton tapi anjir pikiran weh gaji aing teu sabaraha,not hate,not hate,not hate
USER Kata gue mending lu lgsg spill ajalah itu jurig curug,not hate,not hate,not hate
Kntol lah anjing pepek nyebelin bgt kanjut.,hate,hate,hate
belum kesampean juga dah nonton bioskop bukan apa apa tapi takut ada jurig,not hate,not hate,not hate
USER Ykka Yang kanjut kanjut aja 😁,not hate,not hate,not hate
USER MBA. KALO LU MASIH TANTRUM EMOSIAN NGAPAIN JADI SUSTER MBA. LU MAU KLO PUNYA ANAK DIGITUIN ORANG?! KOPLOK.,hate,not hate,hate
"USER sorry tapi lo tolol nder, gila anj ibu sendiri lagi usaha digituin. apa kata gw dulu pernah ngikut keliling kampung2 buat nemenin ibu jualan baju macem daster kek gitu. benerin otak dulu deh sebelum lo punya anak, malu sama calon spouse sama anak lo, kehed sia :(",hate,hate,hate
"terus tadi ceritanya gw mau mudik kan tumpak arman(motor) ke cianjur, sial koplok teh baru jam 6 udh macet, eh anjir ternyata ada kecelakaan, mobil minyak keguling fak pisan 1KM jalan licin, untung gw dipandu bapak tentara baik hati yg kebetulan mau mudik ke cianjur juga",not hate,not hate,not hate
NGENTOTTTTTT MAHITO SERLOK GUE SANTET LU YAAA AJGGGGG PUKIMAU PUKIMAK CUKIMAK KANJUT 🫵😭😭😭😭😭,hate,hate,hate
"USER kehed emang indosat nih, sinyalnya kek ee",hate,hate,hate
"USER Matiin aing dah coba kalo bisa, jangan omdo",not hate,hate,hate
Ih anying nyesel aing tadi ke deket bandara bukannya mampir kesitu biar ketemu Abang,not hate,not hate,not hate
"gara gara sg aing ngopi trs jadi modus cowo yg deketin pasti berawal dari ngopi bareng yu ca""""",not hate,not hate,not hate
"USER kehed tuh kata yang menggambarkan ""kamu nyebelin banget anjing"" 

example: ""lain kitu kehed"" (bukan kayak gitu anjing)",not hate,hate,not hate
Kerjain urusan pameran sendiri aja lah lu semua koplok,not hate,hate,hate
"USER Sering gw anjir koplok bett dh, niat mau setel alarm yang dibuka malah aplikasi kalkulator.",not hate,not hate,not hate
"USER Dan menurut sy mah dgn sistem pendanaan spt itu akan sgt rawan dlm prosesnya nanti, ditengah2 pandemi aja utk kepentingan sosial di LEBOK (dimakan)! Mindset para pemangku jabatan negeri ini msh byk yg berprilaku KOMPENI!",not hate,hate,hate
"USER pala lo kek kanjut, dm kuning gue abis njing tas-tasnye malwh ga dpt 😭😭😭😭👊🏻👊🏻👊🏻👊🏻.",not hate,hate,hate
"SUMPAH YA GW BENCI BANGET AMA HYG SUKA BILANG ""FREE SUNOO""
Emg sunoo di rante? Diborgol?
LU JAN SO TAU DEH KOPLOK, ANAK GW HEPI DI ENHA.
Makanya punya temen jd bisa becanda ama temen. Elu idupnya emg dihutan kali y jd gapunya temen jd ati nya busuk banget ke sesama manusia",hate,not hate,hate
baru kali ini gue dibikinin indocafe di starling sesuai pesanan dan selera aing pisan. gue bilang air dikit teh bener2 dikit pas bgt njirrr ini mah😩❤️ biasanya kebanyakan airnyaaaa gegara asa asa meureun😔 https://t.co/k5F3oeLmVo,not hate,not hate,not hate
EKEKEKKEKEKEKEKEKEKEKKEKEKE koplok gue kapan https://t.co/RdfGUOKjHJ,not hate,not hate,not hate
USER guys temen sunda  gue suka bilang 'keneh-keneh kehed' apa artinya yak,not hate,not hate,not hate
USER iya njir tp smpet gw teriakin KANJUT SIA ANYING,hate,hate,hate
Heh jurig lu fikir siapa yg dri dulu msih predebut support Hyune smpe kyk skrng ini klo bukan ‘SKZ’s Fandom’ dan Stray Kids? Lu fans baru yh???? Nyebelin bgt asu lu fikir hyunjin prnah nyebut2 fans solo dia? Kagaaa wkwkwkwk dia selalu nyebut nya “Uri STAY”,not hate,hate,hate
USER ngestan agensi?? ngestan artisnya lah any😭 koplok amattt😭😭😭😭 lu ngestan agensi ngestan apaanya anj. stan ceo nya? rada rada emang😭😭😭😭,not hate,not hate,not hate
"Aku 24, blm nikah, dan masih pengangguran. Yang bilang udah cewek mah jgn cari kerja lagi skg mah nikah aja"" dan bilang kerja cmn buat pengalaman aja krna ntr klo nikah ujungnya di dapur dapur juga, kek jurig lo!""",not hate,not hate,not hate
"3. Ini aga lumayan oke sih, pinter lah dia jadi masih ada untungnya WKWKWKWK tapi ga kuat anjiiirrr BIGOS PARAH.. Malah kadang dia klo cerita suka ditambah2in koplok, gue yg tau kebenarannya kadang suka malu sendiri :(( dan JULID mampus anaknya😭",not hate,not hate,not hate
USER Adeeeek ih ya allah anak jurig 😬 Sok2an banget pake oppa 😭,not hate,not hate,not hate
USER awalnya ngira cuman penelusuran nyari jurig tp ada bapak2 itu yg bikin kaget… itu bapak2nya manusia kan… apa kek psiko gt ya,not hate,not hate,not hate
"Hai sebaters, kalian pernah ketemu hantu? Punya cerita hantu? Atau kalian gak percaya hantu? Nah #haloween ini kita bakal ngobrolin soal demit jurig dkk dalam berbagai sudut pandang nih, dari yang supranatural sampai sosial kultural. Yuk ikutan gais https://t.co/twNlXFfHsq 👻👹 https://t.co/NB4sHux9Bv",not hate,not hate,not hate
USER Anda mau enak nya aja jurig !! Dasar generasi rusak !!,not hate,hate,hate
"USER Kalau kata org Sunda boloho maneh"" 😭""",not hate,not hate,not hate
"These skincare routines are really boring. Tapi ku teringat kembali: beungeut geus ditaplokan ku itu ieu ge angger we jiga komodo liar, komo mun henteu :(",not hate,not hate,not hate
USER USER Wkwk ngakak bacaain komen pada keren cuy orang otak saemet gini mah caper sok koar koar paling tau seakan fakta cih minimal serch dlu mbak kesian bgt diserbu kan bjir lah mampus kata gue teh lebok sia lebok,not hate,hate,hate
USER padahal nunggu bngt lanjutannya 😭 pen cerik we aing mhh gara gara si upret jadi we any di hapus kehed te resep Montong komen skip we sia teh Montong di dele 😭😔,not hate,not hate,not hate
"USER hehe maaf sudah bilang BAPUK, BEGO, BOLOHO DAN BABI🙏",not hate,hate,not hate
"USER GUE KESEL BGT SAMA LO RAMA BANGSAAAAAAAAAAAT, NGESELIN BGT TAIKKKKKKKK, HADEEEEEEUUUUH KOK BISA SIH ADA SPESIES KANJUT KAYAK SI RAMA???? TOLONG DONG KAK NEP RUMAH DIA BUUUUAKAR AJA",hate,hate,hate
jirr baru tgl 1 bos aing dah natal saja,not hate,not hate,not hate
Sorry ya aku suka curhatin km di Twitter this is naon anying,not hate,not hate,not hate
knp aku dijahatin apkah aku kyk jurig apkah aku kyk reog apkah aku kyk kancil suka mencuri ketimun,not hate,not hate,not hate
USER AING MAH KETAWA BANGET BJIIIIR PAS AING SAMA ALEX MATI TRS KALIAN BINGUNG KETAWA KETAWA SAMPE KYK PENGEN NANGIS UDH LAH 😭😭😭,not hate,hate,not hate
"ya susah kalo pov lu pada ngiranya member sarkas, itu kabar anying mereka ngasih tau hari ini seru bacot bae lu pada dah hadehhh",hate,hate,hate
USER Lah idup lu emang dah berguna bagi nusa bangsa dan saudara? Baywan kehed,not hate,hate,hate
"USER Pecundang lu tolol, pgn ngewe nya doank, giliran jadi malah jd lalaki bajingan, ngerakeun orang tasik sia tolol",hate,hate,hate
USER jurig nya yang kek mana nih😭😭😭,not hate,not hate,not hate
GELO GANTENG PISAN KT GW TEH 😭😭😭🙏🏻🙏🏻🙏🏻🙏🏻,not hate,not hate,not hate
si ayang bingung gimana cara aing tahu hari ultahnya padahal teh itu di bio nya kepampang jelas adah,not hate,not hate,not hate
Gongnya adalah malah nyalahin Non pas mereka ngejar penjahat dan hampir ketembak. Emang geng babik. Non mending lu cabut dari geng koplok ini dah.,hate,hate,hate
"jurig, jurig apa yang tidak seram? ya juric lah.. xixi.. 😙 https://t.co/SU72SyE80U",not hate,not hate,not hate
USER Terus apanya yg keliatan? Jurig di belakang?,not hate,not hate,not hate
Dan sebaik2nya begadang adalah nggak ada yg baikkk yaa koplok. Mending tidur soalnya tengah malem kadang suka flashback tiba2 dan drpd lu malah jd hilang akal nyari 1001 cara buat caper mending tidurrrr🫵🫵 https://t.co/sFI1nBUrD6,not hate,not hate,not hate
Ternyata kanjut sm kancut itu beda yh,not hate,not hate,not hate
pls aing gabisa sama org yang blah bloh,not hate,not hate,not hate
"USER Ganti Lore aja , dasar siapa sih yang berani ghosting jurig ini 🤔😂",not hate,not hate,not hate
berangkat ujan pulang ujan gelo bener,not hate,not hate,not hate
"USER gemoy si gemoy, tp jadi jurig eta si gyu🤣🤣🤣",not hate,hate,not hate
USER Sekalinya ngomong bau tai teu nyah sungut na apa ngga nga horhor 😭 USER USER,not hate,not hate,not hate
tilong dong dibeli tiket coldplay aing,not hate,not hate,not hate
"Asa beuki loba buzzer zionis, club sepak bola, antar parpol. Silih nyalahkeun asa pang bener na, ceuk aing mah pukpeuk we atuh sakirana adu sungut mah. Rek cipokan ge bae heug, asal ulah ngajak batur. Da batur ge boga pamikiran cara mandang masing².",hate,hate,hate
USER Ngeliat jurig aja pasti lebih heboh 😂,not hate,not hate,not hate
USER Dasar daki bo'ol..Kehed si emus..gkgkgk😜😂🤣,not hate,hate,hate
story ig aing tidak memiliki intensi ke sana ya kawand 😔,not hate,not hate,not hate
"USER USER SYL terlibat jual beli jabatan , dasar belekok lu https://t.co/M04KWveOAw",not hate,hate,hate
anak rp paling koplok ceuk gue teh https://t.co/z1IML4nb2K,not hate,not hate,not hate
Kok aing gak pernah menang GA album ya 🤨,not hate,not hate,not hate
Apaa cuma aing aja yg udah gede masih suka nonton spong-bob,not hate,not hate,not hate
JURIG LAUK NGADA-NGADA LU???! HUHUHU JURIG LAUK ADALAH ARWAH *sensor* YANG TELAH TIADA 😭😭😭 huhuhu dunia ini aneh dan kejam di saat bersamaan huhu,not hate,not hate,not hate
USER anying polisi skena dong aing 😂,not hate,not hate,not hate
USER jelek bgt masa kontol kanjut sih bahasa apaan itu,not hate,hate,hate
USER 🤣🤣🤣 Ngeri aing mah aya jurig kebon udah gitu nyakarnya kayak cakar maung maneh,not hate,not hate,not hate
"USER Dasar budak jurig !! Pgn enak nya aja lu , klo ga mau kaya gt sana sama pohon pisang 🤬",hate,hate,hate
Gausah cosplay haloween muka kamu udah kaya jurig,not hate,hate,hate
Sumpah ya paling males sama jurig cai. Tapi ayo kita tonton hohoho 🤟🤟🤟,not hate,not hate,not hate
KATA GUE MAH KLO LUKH MSUK ANGIN LEBOK AJA,not hate,hate,hate
"USER Ni jurig satu ini malah mau bikin ruwet lagi, dasar habib umplung",hate,hate,hate
USER ORG DAH BUBAR LU BARU DATENG KOPLOK,not hate,not hate,not hate
"Klau di gangguin emang kejadian itu ada tp tu jurig terang2an bgt gw kan skeptis wkwkw rumah gw yg pernah di lempar tanah Grave gk Nemu yg gamblang kek gitu, Abang gw aj mentoknya liat akuarium airnya kyk di obok2😅😂 Makhluk halus itu klau nampakin diri ke manusia energinya—",not hate,not hate,not hate
"Ceuk aing mah maneh banyak bacot anying, tapi agak ketar ketir kalau misalnya mantan gama balik 🙂",hate,not hate,hate
"USER kocak lagi waktu dia bilang anjing kanjut badag, dah kek kaum rahim anget (emang)",hate,not hate,hate
gua lgi ngambek bgt mala digituin dasar jurig askdkejjdsnjssnjs,not hate,hate,hate
beneran jujur males banget kalo dah obrolann ini tuh karena kek aing tuh suka bingung kalo nanti berinteraksi sama keluarga sebelah karena males kek ngarti gaa sih males beneran males,not hate,not hate,not hate
"mksd aing gini, aingtuh ngira dia udh kenal aing bgt dr a-z nya tp kenapa hal kaya gt masi sempet dia tanyain gt loh?",not hate,not hate,not hate
"KANJUT AKAN JADI MEME PAPORIT KU, Otw spam ke wa mu papa",not hate,hate,not hate
"anjirlahhhhhh gelo pisan siah, gue doain jualannya kagak berkah lu nipu gt",not hate,not hate,not hate
"USER heup atos teh, ampun cowok itu di jaga bukan diparabkeun ka jurig citarum",not hate,not hate,not hate
USER Koplok si Gotha merusak kebahagiaan gw aja,not hate,not hate,not hate
USER iyaaah baru liat jugaaa😭😭😭 fak kata aing teh,not hate,not hate,not hate
"Sebenci-bencinya gw sama Umbridge, gw juga benci sama si Mahitolol pikasebeleun",not hate,not hate,not hate
"Nobara maot tuh yaallah kok bisaaa, w kira mereka trio kyk Tanjidor, Jenitsu, sama si pala babi yg bakal survive smpe tamat😩 Huhu Nobara aing :(((",not hate,not hate,not hate
"dare you to reveal :)

1. teman mabarku 🫵🏼
2. ave mesak
3. ave lagi
4. mesak
5. gue lah
6. nga ada 
7. mesak (takut)
8. USER 😍
9. gk
10. twin gweh donk

drop kanjut badag for the questions",not hate,not hate,not hate
"eh maapkeun ya kalo sunda aing masih salah salah, masih belajar ieu hehe",not hate,not hate,not hate
dua2nya menggoda hasrat dan iman aing doong 😭🤣🤣,not hate,not hate,not hate
"USER Masya allah rani, kenapa bapak lu yg dikorbanin
Dasar rani anak jurig bebegik",not hate,hate,hate
"Kalo gue disitu, marah2nya udah bukan pake bahasa indo atau inggris, sunda aing keluar sia goblok pisan ewh kehed da bagong 🙏😊",hate,hate,hate
"USER Abis itu di posting art nya.

Tpi ya ga nyangka aja pd kenal trio kanjut. Fans gue paling tersembunyi, anjae",not hate,not hate,not hate
"USER USER bener kang, pas poe minggu kamari geus pinuh ku loba barudak leutik padahal cik keneh dipalastikan eta fasilitas teh ngadon disoekan... miceun runtah sakahayang padahal aya tong sampah",not hate,not hate,not hate
"USER Gue mah tim Elodie ketemu sosok yg lebih baik dah. Najis bgt anjeng, sok²an ngedeketin setahun, ujung²nya balikan sama mantan. Koplok koplok, dasar dimashibalseki.",hate,not hate,hate
"belegug pisan eta dua jelema teh, galaham lgi lah gue",not hate,hate,hate
"Jadi ginii...gua semalem erep erep lah kt orng Sunda mah anjoy wokwok😭 mimpiin horor gitu la banyak ketemu jurig bjier tapi tapi krna gw udh muak, ge juga malah braniin nakutin tuh jurig da kesel aku teh,😭 Ampe tidur ngomong gua tbtb BPK gua nyalain lampu pura tidur aj""",not hate,not hate,not hate
mati lu susah deh ye wasit kehed,hate,not hate,hate
Aing mau mandi malah ketempelan yang gini😩 TEBAK NAMANYA!!! YANG GATAU NAMANYA FAKE FRIEND!!!!!!!! https://t.co/QVuJ1ssnDe,not hate,not hate,not hate
Jgn kan orang jurig ajah ogah nemenin gw https://t.co/drII4hnaEC,not hate,not hate,not hate
USER USER km tw kanjut???? eh emang kanjut bahasa sunda kah????,not hate,not hate,not hate
"USER Dasar laki pekok, kalau emg mau berjuang, ya berjuang yg bener. Bukan malah manas²in, belegug emang.",hate,hate,hate
"battle bisa sebagus ini dalam waktu kurang dri sebulan. Untuk Rio dan Rinon… can’t comment lah, jujur gak terlalu mencolok😭🙏🏻 Conclusion : Lagu ini akan saya loop at Spotify. KARENA INI LAGI TIPE AING BANGET DAN EMANG ENAK WEH😭😭😭🫶🏻",not hate,not hate,not hate
USER USER USER USER USER Akun polisi lu bilang provokasi dasar belegug,not hate,hate,hate
Pengen bgt ku buang ato minimal gue balikin lah amit2 sombongnya Minta ampun punya apa sih lu koplok,not hate,hate,hate
sepertinya aing mau me time hari ini,not hate,not hate,not hate
"Sok-sokan nge-gaslight pakai kata BUTA""! AYA OGE SIA ANU BUTA, JURIG, GENDERUWO!""",hate,hate,hate
"USER Wkwkwkkwk jangan2 udah pernah cosplay ya kamu? Rambutnya bagus euy, jadi kepingin punya poni gitu. Tapi rambut aing keriting ga cocok🥲",not hate,not hate,not hate
"jirr, pulang dari lapangan rasanya kaya mau patah cuyy belakang aing",not hate,not hate,not hate
Cek Parfum Wanita Pria KEHED SCANDALOUS Tahan Lama Aroma Fresh BEST SELLER WOMAN | Farfum Parfume Perfume Minyak Wangi Cewek Original dengan harga Rp53.900. Dapatkan di Shopee sekarang! https://t.co/bteKdGbqFB https://t.co/ytJP9sWyfV,not hate,not hate,not hate
"astagfirullah ini idup aing ngapa sih hari2 luka mulu, ya kebeset lah, keiris pisau lah, ketusuk jarum, skrg yg paling nangis kaki lecet parah dah gegara sepatu allahu akbarrr tiap groceries shopping kerjaan aing beli hansaplast mulu😭",not hate,not hate,not hate
Heran deh gue kemaren mv wen di gereja juga si pirnot dah ramein bahkan ngarep dihujat karena ngeclaim ada penistaan agama dahal isinya cuma ngelayat doang🙂🙂 sekarang bahas vocal pun bawa rv juga and dont forget how they use wen saengpa video flr justified lsf skill. Koplok,not hate,not hate,not hate
"sepupu aku, jannabi mah emang oke"" ""dengerin semua lagunya gaaa? apa suka yg mana"" ""yg album lukisan beungeut aja wkwk"" lukisan beungeut ceunah""",not hate,not hate,not hate
KOPLOK PISAN BELOM JUGA 3 JAM RILIS GEUS SPOILER WAE,not hate,not hate,not hate
Aing udh minta maap koo😭😭😭🙏🙏🙏🙏 trust issue banget soalnya th kemaren g jadi nonton krn d tipu😭😭😭😭😭😭,not hate,not hate,not hate
"USER USER https://t.co/n0sZ8hIpPR

Elu lagi decul koplok, perasaan lu kalo eti posting mbappe ke Madrid elu selalu komen ngayal mulu anjg, iri ya Barca ga mampu? Atau takut?",hate,hate,hate
USER Bjirrr lu mau ngajak spaces apa nyari jurig kak??? Mau eksekusi bara ya?,not hate,not hate,not hate
Like or reply tweet Gak Penting gue ama user profile picture cewek seksih? Hahaha aku tak akan terperangkap koplok!,not hate,hate,hate
USER Ini space nya aing share ke twit aing ya hat,not hate,not hate,not hate
"USER Woy, Dedi goblog, gw laki-2, gw juga gak makan skincare. Jadi mau skincare naek kok, ya gw diem aja.
Kalo beras naik ya gw marah lah. Soalnya dipake buat bagi-2 bansos politik pemenangan 02. 
Kehed sia",not hate,hate,hate
KALO MINGYU SELANJUTNYA AING TANTRUM 😭😭😭😭,not hate,not hate,not hate
"apaan ""udah diwakilin speak up nya"" BACOT LU BIAS GUA SPEAK UP MANDIRI BUKAN DALIH MEWAKILI KANJUT.",hate,hate,hate
"Gatot Soebroto macet saat peak hour weekend??? Nya lebok weh 🙏 Apalah dayanya kami yg cuma naek busway IDR 3,5K 😭 Murah, cepat, duduk, tidur, nyaman 😭 https://t.co/wIxpSCEdLT",not hate,not hate,not hate
"USER wait, motor ? lawan arah ? hujan ? tu orang apa jurig ?? 🫠🫠🫠",not hate,not hate,not hate
"naha ya aing tuh kalo kangen ya lebay bgt sampe nangis-nangis. tp pas udh ga kangen ky ga pernah aja kitu nangis"";0;0;0;0;in;1306053558484176896;1730556792873377959;w4anderlustt;https://twitter.com/w4anderlustt/status/1730556792873377959 Fri Dec 01 11:57:42 +0000 2023;1730556775731282153;@auditwhore TAI ANJG AING KETAWA FRUSTASI DRI TADI HAHAHAHAHAHA FAKKK""",not hate,not hate,not hate
"pernah gak sih over multitasking sampe jantung kaya degdegan naik roller coaster, nah aing sekarang gituh aku harus yoga!!!",not hate,not hate,not hate
"USER Pasti jurig yg liat Ngapain dah lari lari, gue ga ngapa ngapain juga""""",not hate,not hate,not hate
jam 3 pagi misuh2 jurig anjir (gw),not hate,not hate,not hate
😭😭 jurig ny lgsg dtg ke tmptmu kh nder,not hate,not hate,not hate
"temen gue ngambek gara di cengcengin padahal dia suka banget ngerendahin orang dan suka ngatain orang, aing gass diam si anjing""",not hate,hate,hate
"omongan doa blok, lu tiap hari ngeluh gaada duit, bukannya berdoa biar cepet kaya malah berlindung dibalik kata ""gapapa kaya di dunia yang penting kaya di akherat"" lu tau apa koplok? pernah ke akherat?",hate,hate,hate
USER USER USER emang soo si kutu kanjut ini,hate,hate,hate
"Di bebejakeun ku aing eta budak nge chat maneh lamun Aya mau nya hungkul alias sangenya doang ke maneh ceuk aing ge, Blokir anying lalaki Goreng ih ngeyel.",hate,hate,hate
NA JAEMIN KATA GUE INI GELO PISAN https://t.co/ZQ2SkzQBtZ,not hate,not hate,not hate
