tweet,anotasi1,anotasi2,anotasi_final
"USER masalahnya ini juga salahe SM anjie, mana gak mau bertanggung jawab AGENSINYA, TERUS STAFF TW DREAM JUGA GAK NGUCAPIN SELAMAT KE DREAM KARENA WWFC, KEK ASU SEMUA ITU STAFF AGENSI SANA",hate,not hate,hate
"USER Jancok koen, anjing loe USER !!! Ngapain juga gubernur terpilih harus dikawal. Gak ada otak kalian semua!!! Dasar perampok!!! Maling kalian!!!!",hate,hate,hate
"EXOL KONTOL, LU YANG TOLOL ANJ LU KALO KAGAK NGATAIN SEOKJIN KAGAK BISA COK? SEKEREN APASIH IDOL LO SAMPE NGATAIN IDOL GW? PRESTASINYA MASIH DIBAWAH SEOKJIN AE KEBANYAKAN BACOT LO LO PADA COK. MANA ADMINNYA JUGA BUTA, KALO BTS AJA YANG DIHINA PADA TUTUP MATA COK JANCOK USER",hate,hate,hate
USER ga sampe gendeng deh 🥺,not hate,not hate,not hate
USER kontra mampus.. klo bisa gw snap jadi debu kang parkir sedunia asu,hate,hate,hate
"dari silitmu yg kotor karena tai, kamu menjadi tau bagaimana agar silit menjadi suci kembali",not hate,not hate,not hate
Emang ada yang mau nerima kamu lagi selain aku? This is ceblung cewe gemblung,not hate,not hate,not hate
"USER USER Peaceful ndasmu Lu goblok anjing kontol. Memek lu gak bener jancok, dasar otak udang lo Komeng anjing gue. Gue pukimai anjing ngentod",hate,hate,hate
"YOSHI SAYANG BANGETTT AWAS AJA MASIH DISAKITIN PACAR AING, JANCOK YANG JAHATIN YOSHI",not hate,not hate,not hate
gendeng capek bgt naik tangga sampe lantai 8 😭😭😭 sampe atas beneran ngos ngos an vangkeee,not hate,not hate,not hate
"USER USER Keknya dia tau, makanya gasnya makin kenceng.. Harapannya bisa mendahului truk yg disalip. Tp ya gmn, dasar sopir pekok, ga bisa itung kecepatan vs jarak kendaraan..
Oke gas.. Oke gas.. Brak..",hate,not hate,hate
USER matanya picek atau apa? malah downgrade😂,hate,not hate,hate
side by side in peace matamu anjing picek banget tua bangka gue gigit lu lama-lama,hate,hate,hate
"USER Loh serius ini si jokowi, jancok ni orang udah mau lengser aja masih deal2an sama kompeni",hate,not hate,hate
USER Jemb0d benerr komen2nyeeee Kalo si sender yg ngebiayain idup adeknya gmn HAH?? pada lamis amat congor lu pada,hate,hate,hate
"USER USER Mbak kalo mau pekok, pekok aja, jangan bawa-bawa para pejuang perlawanan, karena mereka orang-orang cerdas gak kayak lu mbak!!!",hate,hate,hate
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Bakalan banyak lagi yg gendeng https://t.co/90NTziAZ4H,not hate,not hate,not hate
USER ANJIR JANCOK SADAR ITU CUMA KARTUN 😭,not hate,not hate,not hate
Tangannya wangi bgt dah jancok gua gapernah lucky kalo ginian,not hate,not hate,not hate
"Jutaan orang, bukan tetanggaku. Tapi kenal aku, tahu tentang aku. Mereka kok bisa tahu si orang gendeng itu adalah aku. #KONDANGraonotanding Org2 miskin takkan mampu memahami.",not hate,not hate,not hate
"DKFOAKDOAIOASNSJ satu²nya tempat aku harus berada adalah disampingmu""SWEET BGT JANCOK https://t.co/6XLjvhFxKU""",not hate,not hate,not hate
"USER USER Pas lagi chat pap silit kamu dong"" 😭😭😭""",not hate,not hate,not hate
"USER 🤣🤣🤣🤣
Emang IDF agamanya apa???
Dasar uclim pekok.",hate,hate,hate
"paansi, kok ngeras aterancam sama artis nugu? segitu insecurenya? diliat dari ujung monas juga ga ada sama samanya anjrit, picek mata lo? dengki bgt heran. banyak banyak istigfar kata gue teh, nyari musuh mulu. abistu playing victim. emang fandom gila.",hate,hate,hate
USER “10 bulan kayaknya udah cukup buat kita pacaran” HALAH ASU TINGGAL BILANG PUTUS SITU KIRA NGONTRAK HAH untung gw jawab “oh yaudah putus aja” 😎😎😎,hate,not hate,hate
"USER Dasar boteee pekok lo USER 
memang wanita itu lebih mengedepankan perasaan ketimbang logika kocak

Udah bener lo gausah lompat pagar dah 😂",hate,hate,hate
USER mama emang bosok nder cameraworknya 😓,hate,not hate,hate
"USER pas kelas 12 harusnya sore balik ke sekolah lgi buat kelas toefl, tpi emg sekelas gendeng kabeh pernah tanpa janjian pada bolos semua. besoknya didatengin wakasek njir dimarahin, kesian wali kelas juga kena semprot😭",not hate,not hate,not hate
USER Goblok kok ngajak2 ya gamau lah ya.. lu kira manusia di dunia ini semua matanya picek kek lu?!,hate,hate,hate
"Ini tuh kayak tau gak sih pasangan yg ngomongnya elu-gue, suka bercanda jelek lu"" ""elu lebih jelek"", tapi saling sayang. Jadi pas cewe lain muji cowonya ganteng, si cowo pamer ke cewenya ""TUH DIBILANG GUE GANTENG!!!! ELU AJA YANG PICEK MATANYA, AWAS AJA LU GUE DIAMBIL ORANG""""",not hate,not hate,not hate
"USER USER nenek moyang ngga jelas , mw gaya2an
ini org waktu kerusuhab 1998 pagar nya di pylox ""pribumi"" biar aman 

dasar bunglon pekok",hate,hate,hate
"jimmy itu J nya Jancok nyiuman"" 😭""",not hate,not hate,not hate
soalnya awal awal w dipanggil 'ka selir' 'ka selir md' aneh bgt asu awokawok lbih lucu dipanggil 'kiddi' awokawok,not hate,not hate,not hate
"USER Tukang surveynya ini benar2 merendahkan 2 ormas terbesar di Indonesia, memangnya orang2 NU dan MD itu bodoh2 apa, sampai tidak tahu kwalitas ke 3 paslon, masak capresnya gemblung dan cawapresnya cuma punya pengalaman 2 thn sebagai walkot yg cuma mimpin 5 kecamatan bisa no 1",not hate,not hate,not hate
USER Lagian bukan kalender fifa kontol dasar babi pssi jancok semoga kalah mulu u23,hate,hate,hate
ah kontol helix gue masi sakit aja,not hate,not hate,not hate
Pengen ke mekar jaya tapi antrinya gendeng pol,not hate,not hate,not hate
Wong gendeng. Bayi baru lahir juga kamu bilang terorisss??? Aih gilak emang ni orang,hate,hate,hate
"USER RASAH EUROPA RO KNOCK OUT SISAN, EMYU MAIN E SEH GATEL ASU, ISIN AKU COK COK NGE FANS EMYU",hate,not hate,hate
"sumpah beberapa hari belakangan inii bner bad day tok isie, lk gaada bokem ws gendeng kek e""",not hate,not hate,not hate
USER motor gua abis crash kontol masih di bengkel,not hate,not hate,not hate
"USER Ko bahlul juga pengurus pesantren ,sudah bagus pesantren nanti di beri bantuan untuk siswa yg berprestasi berupa bea siswa dan konsumsi untuk perbaikan gizi. Yg pekal (pendek akal) siapa ya ? gemblung dipelihara !!",hate,not hate,hate
"aku lagi baca cerita di karyakarsa, ternyata berbayar aku liat perpagenya bayar 50 koin = 7500. aku top uplah 100 koin biar bisa baca 2 page. TERNYATA 50 KOIN SISANYA ITU MASUK KE UANG TIP ANJJJJJ, JDNYA AKU HARUS TOP UP 50 KOIN LG BIAR BISA BACA PAGE SELANJUTNYA. ASU ASUUU",not hate,not hate,not hate
"Mata picek S2E11… 👨🏻‍⚕️ : Mas pasti mengerti kalau mata adalah panca indera yang amat berharga. Dijaga yah mas lain kali lebih hati-hati… 👨🏾: Ya gimana yah dok, bukan maunya saya dok… https://t.co/t8K4Y8vd2A",not hate,not hate,not hate
USER Kontol lu emang segede apasi?,not hate,not hate,not hate
Itu orang gemblung sebelah ngga dikeluarin tu? Ini ngga kriminal dikeluarin,not hate,not hate,not hate
USER Iya. Padahal hilirisasi ini yach visi Bung Karno. Gemblung,hate,not hate,hate
"Lahaulaaaa jarak finis ke-2 mepet banget lho sama nomer 1. Kalau jarak sampai ke-3 apalagi ke-4 segini jauh weyy malah yg nomer 2 nggak juara. matane picek kabeh po piye?? *ditunggu klarisikasi dari Panitia renang Porkab sleman, penasaran mau pake alasan macam apa. https://t.co/4GdYJV0Jw4",hate,not hate,hate
USER Gendeng km iku. Aku sudah baca semua bukan kah kejadian ini sudah ada dalam rencana tuhan. Dunia ini panggung sandiwara #semuthitammajujalan,not hate,hate,not hate
MNET jancok selalu ajee begini mau nya apa sih haha treasure gak datang ke mnet baru tau rasa sih kata gue mah kesel bgt anjg mana bisa ke gtu hilihhh kalo gtu bikin aja acara sendirian gak usah datengin siape²,hate,not hate,hate
USER Emangnya hak angket bisa apa? Mau batalin hasil pemilu? Dasar pekok buakakakakak,hate,hate,hate
"USER Yg kamu puji itu kerja Jokowi saat msh Petugas Partai. Skrg setelah gaul sama si gemoy [bosmu yg norak itu] coba lht 68 T melayang, 600 Ha hutan baru Rusak, Gundul [koyo gundulmu 😀], Kayu2 ditebang entah kemana~ Ngertipora son🤣",hate,hate,hate
cowo tolol ga ngerti konsep pelecehan dasar tolollll bego pekok goblokkkKKKkk,hate,hate,hate
USER Yg mbesarin sontoloyo ya anda toh????,not hate,not hate,not hate
"Di negaranya sandiri aja didemo sama rakyatnya, lah di Indonesia malah banyak pendukungnya wkwkwk Pindah aja kalian penjilat silit Netanyahu ke Israel, biar kena shoot hamas.",hate,hate,hate
USER Bahwa agum gumelar waktu menyelidiki sebagai anggota dkp berbicara dari hati ke hati ke tim mawar jadi tau semua bagaimana dibunuhnya dibuang dimana mayatnya tapi sampai sekarang juga ngga ditemukan mayatnya. 🤣🤣🤣 logika sontoloyo saat pilpres…,hate,hate,hate
USER ini bacanya gendeng : atap atau gendeng : gila?,not hate,not hate,not hate
"lek gaiso ngingu kucing gausah ngingu ndek kontrakan cok, matane sepatu sepatu sampe diuyuhi terus mek ngomong alah kena dikit ae lo, yo rinio cangkemu tak uyuhi",hate,hate,hate
"Kata gue, gue gendeng haha ngayal mulu kerjaannya mianhae🙏🏻",not hate,not hate,not hate
"USER Gendeng lak'an ,, terhanyut2 ² saya baca X mrk skrg, Kang )",not hate,not hate,not hate
belum menerima rapot tahunan (spotify wrapped) krn ujiannya blm kelar (tugasku yg sangat asu kampang ini masih numpuk),not hate,not hate,not hate
Dmn aku bisa nemuin org yg punya hati sm perasaan(?) aku cape ngertiin org giliran aku butuh pengertian aja pd ngilank jancok,not hate,not hate,not hate
"emg si gabisa ngontrol sapaan yang liat snapku apalagi ga tak privasi igku, tpii kek jancok bisa ga se kon ga muncul lgi cok",hate,not hate,hate
USER Israel taekkk asu babi celeng setan alas Aku koment nek IG selalu di blokir IG babi kau israel,hate,hate,hate
USER USER Silit gw gatel bro https://t.co/36hWKmCizm,not hate,not hate,not hate
gendeng ni rumah imut dari mana https://t.co/LyqBwu4JRa,not hate,not hate,not hate
trkhir yg kemarin sumpa udhlah males bgt gw anj anj knp stiap abis gt sll ada penyesalannn jancok,not hate,not hate,not hate
"Udh hari H trus tbtb g jd y g bisa"" KEK KNTL KNPA G LU NGOMONG DR TDTD COK GUE UDH SIAP ASU""",not hate,not hate,not hate
USER JANCOK AKU UDH REP MW DENGERIN ANJINK LO AJA YG MAU SAD,not hate,not hate,not hate
cuk matane nek nego parah banget,not hate,not hate,not hate
Wong gendeng😭 ogah amat agama gw yg menjunjung tinggi kemanusiaan disangkut pautin ama pembunuh bin teroris bin penjajah kek israhell 🤢 yall mabok agama peeps need to have your eyes opened fr,hate,hate,hate
USER Dasar yahudi pesek pekok ... https://t.co/7OhvDiRjnk,hate,hate,hate
sumpah abis ketemu buyer rese banget asu emosi,hate,hate,hate
"Lah kok nyuruh, dasar lembaga pekok taik tembelek kingkong 💩 cari sendirilah 🔥",hate,hate,hate
USER Ada congor babi kepanasan... #SavePalestine_FromZionism,hate,hate,hate
"ANJRIT SALAH, NO 35 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 mata gw picek 😔😔😔",not hate,not hate,not hate
USER Ndeng gendeng kena virus apa kok makin hari makin nggak karuan kelakuan elu,hate,hate,hate
USER USER jancok sekali ss langsung gini https://t.co/T9b8kC4eBa,not hate,not hate,not hate
"USER Ya kok kamu malah balik nanya!"" Hilmi sekali lagi melihat Sashi, kali ini dia menggunakan otaknya untuk berpikir. ""HEH CAH GENDENG KENAPA TO KAMU REM MENDADAK?"" Hilmi baru saja menghentikan motornya secara mendadak ketika dia sadar ada yang salah dengan Sashi.""",not hate,not hate,not hate
"USER USER Jancok, 100 juta dibilang kecil. Dasar tolol",hate,hate,hate
USER USER heh lewat 😔☝️ gendeng sumpah,not hate,not hate,not hate
"USER USER Nah tiap bulan tuku wedus, pas setahun wedus e akeh 😂",not hate,not hate,not hate
KALO NGGAK BISA ADIL NGGA USAH NGADAIN ACARA AWARD JANCOK,hate,hate,hate
"USER udah tau tiktok gabener,tp masih dipercaya,dasar pekok!",hate,hate,hate
"USER Dasar kadrun wanita pekok. Yg buat onar siapa, drun???",hate,not hate,hate
USER jancok pantesan di depok kereta ke bogor 2 biji ketahan,not hate,not hate,not hate
"MAKAN Gratis =&gt gagasan PEKOK bin KORUPTIF, memang NKRI itu sebesar Singapura atau Jordania tempat PELARIAN si Gemoy waktu MINGGAT dari Indonesia. 🤪 https://t.co/I0naO7WeN4",hate,hate,hate
USER Tetap semangat anak lanang.....panitia matane siwer,hate,not hate,hate
USER USER Rai silit sok Gahar ada temannya. Otak kosong 😜😜,hate,hate,hate
"w jg lgi stres anjggg, jngan ngeluh2 ke w mulu lah, nambah stresssssssss jancok",not hate,not hate,not hate
Puki aku sebel poll mbe bojoku jancok dari kmrn dee bikin hidupku sial trs cokkkkkk jancokkkk benci aku delok mukak e,hate,not hate,hate
USER Israel anjing yg harus pergi Jancok asuuu koee,hate,hate,hate
USER Sodara2 lo dalam keadaan mencekam gara2 congor lo yg pgn turkish delight 😭😭😭😭,not hate,not hate,not hate
"Diem bangsat, ga ush gerakin jari lo buat ngetik hal² yg ga berguna. Jari lo bau silit anying",hate,hate,hate
"Oh asu cuma sementara, habistu ke L akun https://t.co/tkTankrU5f",not hate,not hate,not hate
Nganu itu Mang USER ..... Dirjen Pajaknya juga pading Picek kalo gak Silau,hate,not hate,hate
HAHHHHH SEVENTEEN ANJENGGGGG FAK KEREN BGT ASU,not hate,not hate,not hate
"Mentri pekok dasar. Bansos untuk player judol? ketauan ga serius nge regulasi judi di negara nya. Dimana mana juga judi di regulasi, mau di las vegas mau di macau oleh pemerintah pusat maupun daerah. Lah ini bikin bansos? Oalah sutarji itu apbn dah abis bakal makan siang, adadaj",hate,hate,hate
"Konsep.e piye bolo😌😌 wong tulus kok mesti Goblok,cengoh,pekok,,mendo .. paket komplit wes dilarani tapi jik bertahan😂😂 https://t.co/n4YrAbdEvR",hate,not hate,hate
Taukah kalian kalau orang matanya picek itu dia ga bisa lihat apa apa ?,not hate,not hate,not hate
Apaan tai jam 06.24 aja belum berangkat 😭 edan,not hate,not hate,not hate
USER USER USER USER Otak Lo pas blueprint ke taruh di silit yh?,hate,not hate,hate
"Dasar muka jahanam kau.
Lisan yang kejam dengan wajah yang diatur sedemikian rupa menyerupai malaikat padahal didalam bersarang sifat iblis😡😡😡 kuhanya bisa berharap kelak,kau rasakan akibat lambemu itu sendiri.",hate,not hate,hate
"USER Kipermu gantinen makene hag tenhag rasah sok main cantik main sing bener Ra nganggo blunder sek wae, keplak en ndase onana Kae, kiper pekok",hate,hate,hate
USER USER USER Penjilat silit bule. Giliran kemaren lockdown covid mereka kebingungan. Sok iye bgt,hate,hate,hate
"emang bgst bgt cokkk, bingung, kesel, mangkel, alah mbuh cok jancok.",not hate,not hate,not hate
"USER USER USER Lawak, ini fandom demen jilat jembut fandom lain awokwkw stanjing dan engengod bersatu",hate,not hate,hate
"USER USER USER Klo dikit² korupsinya boleh ya?
Dasar pekok.",hate,hate,hate
USER riil wkwkk najis emang si mama jancok,hate,hate,hate
"Kembali lg dalam episode nolongin orang gua yg kesusahaan, alias asu",not hate,not hate,not hate
"USER Penantian 30 tahun Loe bilang?
Wong menjabat wali kota 2 tahun aja.
Terus nyawapres dgn bantuan ipar Loe si Anwar Usman pekok.
Dasar ndeso!!!
Awokwowokwok",hate,hate,hate
"USER Dikit2 benci jkwi.. Ngurus Harga Sembako cabe daging telur aja Gak becus !!.. Sok2an Proyek Mercusuar, Investor luar pada Kabur. Ngaca2 woy.. Ngutang UGAL2an 8000T, Ekonomi NYUNGSEP, Pejabat rame KORUPSI, Hukum RUSAK, Konstitusi di INJAK2.. Sontoloyo 🦬💨🤣 https://t.co/uoan1Ith73",hate,hate,hate
USER JOSELU SILIT KOMBINASI AMA PEMAIN LAIN GABISA LARI GABISA FINISHING PUN MACAM PUKIMAK,hate,hate,hate
"USER Gagasane wong pekok, dasar wong pekok goblok",hate,hate,hate
USER Westalah.. kalo darah2 munafik ki angel di percoyo..menang sugih tok tapi matane picek,hate,not hate,hate
USER USER Selamat pagi mas wali Tetap pasang mata picek &amp kuping budeg mengiringi hari harimu...serta dijauhkan dari cekikan &amp tamparan dari pasanganmu 😅,not hate,not hate,not hate
USER Ya nyerokin telek gajah ki udah adegan lucunya🤣🤣🤣🤏 Kek kemaren ekspektasi main sama fubao… ndelalah kon ngeresik e pup gajah😭,not hate,not hate,not hate
"Dasar pekok goblok .
Diseluruh negara didunia hasil industri ada cukainya.
Disitulah termasuk sumber pendapatan negara.
Tp maklulah orang goblok mana tau hal itu.
Paham yg kok.",hate,hate,hate
kenapa sih? kenapaa kalian itu gbisa lihat jungkook sm jimin tuh like a brother yg udah kyak sodara. sesulit itu hah? jancok kabeh,hate,not hate,hate
USER Mariyadi. Punya asu dan wedhus kenthir +celeng yg bikin ketawa,not hate,not hate,not hate
"GAK NGEREGANI DI KEK I UTEK, DI KEK I LAMBE. TOBAT AKU NGURUSI RAIMU. LUNGGUH SING ENAK TERUS NGOBROL NGUNU LHO. BUKA CANGKEME IKU DIBUKA. OPO ANGELE SE? JAIT AE IKU CANGKEM MENISAN, CEK GAK ABAB TOK AE SING METU. GAE OPO, DUNIA GAK KURANG POLUSI. PELO.",hate,hate,hate
emang e aku se nggateli kui kh,not hate,not hate,not hate
Lemes banget demi ini mah emang mnet yang jancok,hate,hate,hate
USER USER USER Matamu pivek itu kel.p kokowi ydk adabpoto ibu negara,hate,hate,hate
GOBLOG KOK DIPIARA YA...HUJAN ITU TERJADI KARENA ADANYA KONDENSASI UAP AIR. BUKAN TUHAN YG KENCING...DASAR PEKOK.,hate,hate,hate
"USER Lihat ini bukti kami kalau Israel itu kejam, kalian zionis pesek lihat mata kalian lihat brengsek kalian koar-koar Hamas gini gitu gak ada bukti.... Nanya ke kami bukti mana? Ini bukti Asu pas ada bukti kabur kalian brengsek.",hate,hate,hate
USER lapo gendeng aku arep mengasih tau sesuatu,not hate,not hate,not hate
USER Cuk asu pemain timnas lho.. oon tenan. Yo aku main mini soccer ae cincinku tak lepas yo jangkrik,hate,not hate,hate
"kata gua, asu lo semua jancok",hate,hate,hate
napa dah emyu klo main di ucl mesti unlucky bgtt jancok,not hate,not hate,not hate
USER aduh temenku ganggu bgst minimal kalo oon diem taek malah bruisik asem,hate,not hate,hate
Motoran nyari alamat siang bolong gini pake baju lengan pendek gak pake sarung tangan meneh keliling2 prawirotaman kek wong gendeng 😭,not hate,not hate,not hate
"USER Katanya mau habisi Hamas ! Katanya mau hapus peta Palestina ! Bangsat Pilihan tuhan kok Pekok dan Penakut ! Menolak Perang sama Hamas ,pilih desersi aja,mogok perang 🤣 https://t.co/iiLfblgbpT",hate,hate,hate
"USER REKAM JEJAK ORANG PENDOSA PEMBUNUH BIAR DI TUTUPI KARDUS DURIAN SEGODANG BAUNYA TAK KAN HILANG ORANG PENJILAT YG SOK BISA NENUTUPI TPI SAYA PASTIKAN TIDAK AKAN BISA DAH TERCATAT DLM SEJARAH BANGSA PEKOK JO NEMEN NEMEN""",hate,hate,hate
"emang cowo kalo gk ngroko semenyiksa itu ya? emang dang cangkeme kecut bakal mati? aku cewe, msih sndiri, sering dijaluki duit daning ponakane (cowo) go tuku rokok kesel nemen dijaluki duit bae, emang dang ana apa” njaluke maring aku krn wis ora ndue wong (cont)",not hate,not hate,not hate
"Nanti ga di pick up pick up,komen lagi kelamaan. Dasar tolol,di ciptain otak tu buat mikir babi.
Perkara 5k doang,miskin gausah jajan jancok.",hate,hate,hate
arti wedus itu apa si? kentir artinya gila gasi?,not hate,not hate,not hate
USER ASU btw akun lu cb cek kena shadowban gak? Suka ad mt yg masuk suka engga beb,not hate,not hate,not hate
Makan siangnya di tunda tapi rakyat miskin di intimidasi dg berita stop PKH lewat aparat desa demi menang satu putaran. Dasar rezim jancuk 🤬😜 https://t.co/Xrkll9hlxW,hate,hate,hate
"USER Setelah scrolling dia, bahkan reply2 yg mgedukung sama gobloknya 🫵🏻 heker gendeng",hate,hate,hate
AMSAL KLO GROGI JELEK BGT ASU ??? Perkenalan nyebut asal univ aja gbs sampe nyebut alamat asal 2x 😭,hate,not hate,hate
USER USER USER gaya lu materiil segala.. itil paling tau nya elu 😅,hate,not hate,hate
USER USER 😆😆😆😆😆😆😆😆Demi Ambisi pk bowo ngebet jadi presiden PEDOOTTT URAT MALU E PK BOWO...😆😆😆😆😆ZAMAN EDAN LAK ORA EDAN ORA KDUMAN ...WONG LAK WES GK DUWE MALUUU KUWI PODO KARO WONG EDAN ALIAS GENDENG BIN CENGOH 😆😆😆😆😆😆😆,hate,hate,hate
USER untung bukan garukin silit bae—,not hate,not hate,not hate
USER Dungu di piara baca dulu yang bener jangan asal aja dasar tukang fitnah itu tahun berapa jancuk,hate,not hate,hate
"USER asu apa ini, orang die mati 1988, tapi pas itu ada album dan live recap yang belom rilis pas nyanyi sama ronnie scott kalo gasalah di london",not hate,not hate,not hate
"USER Janji Jancok iki...enak bener bikin janji,anda aja pelit dulu 2019 kita mati2an membela anda",hate,hate,hate
Eh ANJING GILA lu ya...dasar budak gurun goblog idiot. DI KASULTANAN NGAYOGYAKARTA ITU ISLAM YG BERCORAK JAWA. GOBLOG DIPIARA. KOWE KASAR DAN JELAS KERE BESUS. MUNYUK IDIOT PEKOK. BRO ILHAM KITA CUCI MUNYUK MABOK BORAX.,hate,hate,hate
USER Oh ternyata emang bocah gemblung pas udah silaturahmi di akunnya wkwkw 😂🤣,hate,hate,hate
USER USER Menyala cangkemu! Dasar keledai hina kau USER pekok!,hate,hate,hate
USER Orde baru aja kagak tau mana bisa jawab.... Taek,hate,not hate,hate
"balik kesini cm mau bilang JANCOK, BANGSAT LU SM ANJING USER minimal kasih credit ke renjun atas karyanya sendiri. dasar agensi gila",hate,not hate,hate
"KESEL GASIH TIDUR DI TEMPAT YANG KETUMPAHAN GLITER ORANG YANG BERTANGGUNG JAWAB??? ANJG LAH TAEK minimal minta maaf ta disapu gitu loh, nemplek sana sini ga ada minta maafnya+minjem barang ga bilang². ANJG",hate,not hate,hate
USER ya betul aku jancok wkwkwk,not hate,not hate,not hate
"USER USER USER lo liat” tolol, itu situasi hampir tengah malem cewek sendirian mikir la kayak gapunya hati nurani aja kontol mak bapak cowok lo juga gabakal ngelarang segininya pasti",hate,not hate,hate
Malem ini gw pengen nge asu asuin si USER,hate,hate,hate
"USER Gw emang hitam, tp ga ngudud bos 🙏🏻😇 (mentolo napok cangkeme nak aku gurune)",not hate,not hate,not hate
Makin Gedhe saya takut berteman dengan minor dik Bikaus sering ga sadar ngetik mesoh Sprti Cok jancok dan dancok 😭😭😭😭,not hate,not hate,not hate
USER USER ada seng bosok inisial e PB https://t.co/PaaBy2Pfs1,hate,hate,hate
"ga mood bat dah anjir org minta anterin jam 9.30, ini udah jam berapa jancok",not hate,not hate,not hate
"USER Dasar bodoh yg bahas"" itu buat apa nyanyi bodoh klau gak bisa di bayar dia nyari duit bukan nyari amal sat emang lu pikir bayar band, make up, baju dll tuh pake daun ! Jancok sih yg bilang gitu gue sumpahin jomblo seumur hidup",hate,not hate,hate
"abis itu nginep di rumah orang, pulang ke rumah, trs balik ke sentul lagi. gendeng",not hate,not hate,not hate
USER OH JANCOK BARU SADAR ITU APA,not hate,not hate,not hate
"USER buat motivasi, km up skill kamu kak, belajar yg rajin karirmu harus bagus gaji kamu gede, duitmu banyak, yg ngomong kalo kamu burik tukunen cangkeme 🙏🏼",not hate,not hate,not hate
USER Lagi pusing sama hidup dan kerjaan malah nambah bikin pusing baca ini jancok !,not hate,not hate,not hate
jancok semua lo yang ngehina seokjin. asu.,hate,hate,hate
"USER USER Iyess. Aku sering debat sama temenku yg nonton filmnya doang. Mereka sering ngomong kalo weasley (ron&amp;ginny) tuh karakter beban. Wah, ku suruh dia baca novelnya dijawab males. Kujelasin lah gimana kerennya The Weasley malah dibilang ""dasar fans garis keras!"" Oalah jancok",not hate,not hate,not hate
"SENGAJA NONTON JJK ARC SHIBUYA GAK MARATHON NUNGGU SELESE, TAPI ATU ATU TIAP MINGGU BIAR GAK BANJIR AIR MATA... 2 MINGGU 2 D WORD FUCK UUUUU MAHITO KONTOL",not hate,not hate,not hate
USER USER USER Mending tidur TOL! 😂 Partai gurem gak jelas! Lambe karo cocot podo silit.. 🤣🤣🤣,hate,hate,hate
USER Marahinnn org org yg bermata picek ituuu wkwkw,not hate,not hate,not hate
"lu ma enak kerja depan laptop, lah gua"" WKWKW ASU BAJINGAN""",not hate,not hate,not hate
sudah terlihat bagus dimata org picek,not hate,not hate,not hate
"dih bahasanya, dasar manusia tukang sepong, setan tuh lu sepong jancok",hate,hate,hate
btw gw belom kelar nonton yg dokumenternya itu tinggal 1 ep lagi wkwkwk gw gak kuat 😭😭 mental gw dikuras abis pas ep si bapak gendeng ini,not hate,not hate,not hate
USER kejadiannya pas banget lagi ada pildun u17. gemblung kuabeh.,not hate,not hate,not hate
memulai hari dengan ketemu wong gendeng,not hate,hate,hate
"""Mencla mencle!. Lambemu lamis.""

Ini teman saya yang kemarin ngajak ngopi, ngga jadi tanpa alasan kuat. Dasar. Awas koe yo!",hate,not hate,hate
USER Bawaslu msh picek dan Tuna Rungu.,hate,hate,hate
jancok baru sekali nyoba minum es teh lagi langsung radang kimak,not hate,not hate,not hate
USER terus knp km merasa bersalah gendeng,not hate,not hate,not hate
USER Sederhana tapi bikin ngakak jancok 😂,not hate,not hate,not hate
"tolol orang sini ga salah tapi nyalahin orang. mana istrinya ngatain orang gila lagi, suami lo yang gila cok. gue inget plat nomor mobil lo ya jancok",hate,hate,hate
"USER USER Loe siapa USER ? Ngatur - ngatur partai orang, dasar pekok 😆😛",hate,hate,hate
USER USER USER USER ITU JAM 12 MALEM GOBLOK MAKANYA BACA DULU SEBELUM FAFIFU KONTOL POSESIF AMAT,hate,not hate,hate
apa ga picek mata gue baca soal bindo,not hate,not hate,not hate
USER emang kontol yang model becandaannya gitu,hate,hate,hate
"ke pintu keluar aja udah, orang disitu agak lebih manusiawi lhaa gendeng po di dalem sby-mlg bus biasa ga lewat tol pisan minta 40 Ga berkah bgt",not hate,not hate,not hate
USER Saya lebih percaya FXR daripada Ente. Jejak digital Ente bertaburan kayak Taek Kambing....camkan itu!!! https://t.co/Oi97poPm9u,hate,hate,hate
USER Gak bisa move on dari ShotaroInLove yang gendeng itu,not hate,not hate,not hate
"LAH SONTOLOYO BEDA WOE BEDA, RAMBUTNYA UNGU PLIS DIA https://t.co/8PqYyDabky",not hate,not hate,not hate
"USER Jongos pekok , begitu amat sama makluk yaman.  

Hadeh...dasar IQ GORILA ❗",hate,hate,hate
USER Kegiatan juga bebas2 aja... Tp congor lu diam aja https://t.co/lFkNvdHO0v,hate,not hate,hate
hufftttttt 300rb COK JANGKRIK APA GA DIGEBUK AKU 😭,not hate,not hate,not hate
Lanjutttt dunia Mieke donggg Soeta. Nanti gw jajanin kopi janjiw or kopken bwt temen bikin AU lo. — boong diseruduk wedus https://t.co/vp2cIiJvBl,not hate,not hate,not hate
"USER USER USER USER Duluan mati kok diazab, tahu darimana dialam kubur diazab dasar pekok, tunggulah gak lama lagi kena batunya si mukidi...gw bisa bernafas lega aaa",hate,hate,hate
